순번	구분	기관명	채용유형	직렬태그	모집직렬_원문	인원	대상	학교장추천	추천마감	접수시작	접수마감	상태	필기일	면접일	최종발표	전형절차	필기과목	가점·자격	성적요건	공고링크	관련서류	출처	비고
	확인필요	한국의약품안전관리원	정규직,비정규직	전기;전자	사업관리,경영.회계.사무,교육.자연.사회과학,보건.의료,전기.전자,정보통신	38	확인필요	미표기		2023-09-11	2023-09-25					o 서류전형 : 지원자 모두를 대상으로 지원분야에 관련되는 지원자격(자격증, 전공 등)이 소정의 기준에 적합한지 여부를 서면(형식요건)으로 심사하여 적격 또는 부적격을 판단 o 인성검사 및 직무능력검사 : 서류심사 합격자를 대상으로 온라인을 통해 지원자의 인성 및 직무능력검사 실시(면접전형 참고자료로 활용) o 면접전형 : 지원자의 능력요건에 대한 적격성을 심사하고, 불합격 기준에 해당하지 아니하는 자 중에서 심사성적이 각 위원의 채점평균 60점 이상인 자중 고득점자 순으로 최종 합격자를 결정		o 「국가유공자 등 예우 및 지원에 관한 법률」제29조에 의한 취업지원대상자 o 「장애인고용촉진 및 직업재활법」제2조제1호에 의한 장애인 o 본원 근무경력자 o 비수도권 지역인재 ※ 대학까지의 최종학력을 기준으로 비수도권(서울, 인천, 경기 제외) 지역학교를 졸업(예정)한 자 대상 취업지원대상자, 장애인, 비수도권지역인재		https://www.drugsafe.or.kr/iwt/ds/ko/bbs/EgovBbs.do?bbsId=BBSMSTR_000000000341&nttId=4563&pageIndex=1&searchCnd=&searchWrd=	https://job.alio.go.kr/recruitview.do?idx=260730	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 고졸,대졸(2~3년),대졸(4년) (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 경기 / 응시자격: o 공통 - 임용예정일부터 근무 가능한자 - 연령, 어학 및 성별 제한 없음(단, 정년(60세) 미도래자) 단, 청년인턴은 「청년고용촉진특별법 시행령」에 따른 만15세 이상 ~ 만34세 이하(공고마감일 기준) - 한국의약품안전관리원 인사규정 제11조(임용결격사유) 미해당자 o 기타 - 일부 모집분야의 경우 약사, 간호사
	확인필요	한국철도공사	청년인턴(채용형)	시설;기계;전기;전자	경영.회계.사무,건설,기계,전기.전자,정보통신	165	공통	필요		2023-09-13	2023-09-27					○ 학교장추천서 접수 : '23.9.21.(목) 14:00 ~ '23.9.22.(금) 16:00까지 인터넷(On-line) 접수 ○ 입사지원서 제출 : '23.9.25.(월) 14:00 ~ '23.9.27.(수) 14:00까지 인터넷(On-line) 접수 ○ 1차(서류검증) : 입사지원서 및 직무능력기반 자기소개서 등 검증(적ㆍ부) ○ 2차(필기시험) : 2배수, 직무수행능력평가(50문항) ○ 3차(실기시험 및 면접시험) - 토목 분야 : 실기50%, 면접 50% 종합하여 최종합격자 선발 - 그외 분야 : 최종합격자 선발		○ 국가유공자등 예우 및 지원에 관한 법률 등에 의한 취업지원대상자 : 필기시험, 실기 및 면접시험에 5점 또는 10점(취업지원대상증명서에 따른 적용 가점) 가산 ○ 장애인고용촉진 및 직업재활법에서 정한 장애인 : 필기시험, 실기 및 면접시험에 5점 가산 ○ 공통직무 및 해당직무의 기능사 이상 자격증 소지자 : 필기시험에 한해 1.5점~12점(자격등급별 적용 가점) 가산 ○ 한국철도 체험형인턴 우수수료자 : 필기시험 2점 가점(수료일로부터 2년간 적용) * 20년 상반기 인턴수료자까지는 채용시험 응시 2회 한정 ※ 세부 사항은 첨부파일 공고문을 참조 ○ 국가유공자등 예우 및 지원에 관한 법률 등에 의한 취업지원대상자, ○ 장애인고용촉진 및 직업재활법에서 정한 장애인, ○ 공통직무 및 해당직무의 기능사 이상 자격증 소지자, - 세부 사항은 첨부파일 공고문을 참조, ○ 한국철도 체험형 인턴으로 채용되어 평가 통과 및 우수한 성적으로 수료한 자(인턴분야와 동일분야 지원한 경우에 한함)		https://info.korail.com/	https://job.alio.go.kr/recruitview.do?idx=260846	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / ⚠️ 학교장 추천: '23년 졸업자 및 '24년 졸업예정자), 선발예정 직무와 관련된 학과가 설치된 특성화·마이스터 고등학교 또는 실업과정이 설치된 종합고등학교의 학교장이 추천기준에 따라서 추천한 자 / 학력요건: 고졸 / 근무지: 서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남 / 응시자격: ○ 공통사항 (1) 학력 : 최종학력이 '고등학교 졸업'인 자('23년 졸업자 및 '24년 졸업예정자), 선발예정 직무와 관련된 학과가 설치된 특성화·마이스터 고등학교 또는 실업과정이 설치된 종합고등학교의 학교장이 추천기준에 따라서 추천한 자 (2) 성별,어학,연령 : 제한없음 ＊임용예정일('24.2.28.) 기준 만 1
	확인필요	한국환경공단	비정규직	기계;전기;전자;시설	사업관리,경영.회계.사무,기계,전기.전자,환경.에너지.안전	3	확인필요	미표기		2023-09-13	2023-09-27					ㅇ 1차 전형(서류전형, 3배수) → 2차 전형(면접) → 채용적정성 심의 → 최종합격자 결정		상기 우대조건 참조 국가유공자, 장애인, 의사상자, 저소득층, 경력단절여성 등(세부 사항은 붙임 파일 참조)		https://www.keco.or.kr/web/lay1/bbs/S1T1205C1207/A/22/view.do?article_seq=77900&cpage=1&rows=10&condition=&keyword=	https://job.alio.go.kr/recruitview.do?idx=261285	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 학력무관,중졸이하,고졸,대졸(2~3년),대졸(4년),석사,박사 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 전남 / 응시자격: [공통사항] ㅇ 한국환경공단 인사규정 제16조의 결격사유가 없는 자 ㅇ 한국환경공단 인사규정 제59조의 영리업무 및 겸직근무자 제외 [촉탁직 다급] ㅇ 다음 각 호중 어느 하나 이상에 해당하는 자 1. 해당분야의 기사자격을 취득한 후 3년 이상 당해분야의 경력이 있는 자 2. 석사학위를 취득한 후 2년 이상 해당분야의 경
	확인필요	한국환경공단	비정규직	시설	환경.에너지.안전	1	재학생	미표기		2023-09-13	2023-09-27					ㅇ 1차전형(서류전형) ⇒ 2차전형(면접전형) ⇒ 최종합격자 결정 * 서류전형 지원자가 2배수 미만 시 해당인원 채용을 재공고하고, 재공고 후에도 서류전형 합격자가 2배수 미만일 경우 면접전형 실시 * 서류전형은 채용 인원의 3배수 이내로 선발하여 면접전형 진행 - 선발예정인원 3배수를 초과하여 동점자가 있을 경우 전원 합격처리 후 면접전형 실시 * 결과통보: 서류전형 및 면접전형 합격자에 한해 개별 통보 * 채용적정성 심의 후 최종합격자에게 결과 통보 예정		ㅇ 「국가유공자 등 예우 및 지원에 관한 법률」등 법정 가점에 따른 취업지원 대상자 ㅇ 「의사상자 등 예우 및 지원에 관한 법률」에 따른 취업보호 대상자 ㅇ 「장애인고용촉진 및 직업재활법」 제2조에 따른 장애인 ㅇ 저소득층* 및 경력단절여성**(서류전형에 한함) * 국민기초생활수급자 증명서 또는 한부모가정 증명서 제출이 가능한 경우만 인정 ** 임신, 육아, 가족돌봄 등의 이유로 경제활동을 6개월 이상 중단한 여성으로서, 고용단절 확인을 위한 최종 직장 경력증명서 및 건강보험자격득실확인서(국민연금가입증명서) 제출이 가능한 경우만 인정 ※ 우대사항 대상에 모두 해당하는 경우 본인에게 유리한 하나만 인정 취업지원 대상자, 취업보호 대상자, 장애인, 저소득층 및 경력단절여성 등(채용공고문 참조)		https://www.keco.or.kr/web/lay1/bbs/S1T1205C1207/A/22/view.do?article_seq=77894&cpage=1&rows=10&condition=&keyword=	https://job.alio.go.kr/recruitview.do?idx=260840	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 고졸,대졸(2~3년),대졸(4년) (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 강원 / 응시자격: ㅇ 한국환경공단 인사규정 제16조 및 공직자윤리법 제17조의 결격 사유가 없는 자 ㅇ 한국환경공단 인사규정 제59조의 영리업무 및 겸직근무자 제외 ㅇ 공고일 현재 공단 인사규정 제43조에 따른 정년(60세) 미만인 자 ㅇ 촉탁 라급 채용자격 기준을 충족하는 자 - 해당분야의 기사자격증 소지자 또는 산업기사 자격을 취득한
	확인필요	태권도진흥재단	정규직,무기계약직	전자	경영.회계.사무,이용.숙박.여행.오락.스포츠,정보통신	5	확인필요	미표기		2023-09-18	2023-10-03					1. 서류전형(10배수): 직무관련 경력, 자격 등 2. 인적성검사(5배수): 온라인 인적성검사 3. 면접(실기)전형: 경험·상황 면접 등, 기본발차기, 공인품새 등 * 면접전형 합격자 대상 적격검사(신체검사, 신원조회 등) 실시		ㅇ 장애인 ㅇ 취업지원 대상자 ㅇ 청년인턴 수료자(6개월 이상) ㅇ 지역인재 ㅇ 태권도유단자 ㅇ 공통자격증(사무자동화 등) 장애인, 청년인턴 수료자(6개월 이상), 지역인재 등		https://www.tpf.or.kr/tpf/contents/recruitment.do?&schM=view&act=UPDATE&page=1&viewCount=10&id=5162&schBdcode=&schGroupCode=	https://job.alio.go.kr/recruitview.do?idx=261005	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 고졸,대졸(2~3년),대졸(4년),석사 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 전북 / 응시자격: <일반경쟁> [일반직(6급)-일반행정] ※ 아래 자격요건 중 하나 이상 충족 1. 채용 예정 직무와 관련된 학사학위를 취득한 자 2. 전문대학 이상의 학력을 가지고 2년 이상 채용 예정 분야의 경력이 있는 자 3. 고등학교 이상의 학력을 가지고 3년 이상 채용 예정 분야의 경력이 있는 자 4. 9급 또는 9급 상당의 공무
	확인필요	인천항만공사	정규직,청년인턴(채용형)	시설;기계;전기;전자	경영.회계.사무,건설,기계,전기.전자	9	공통	미표기		2023-09-19	2023-10-04					<전형절차> ㅇ 정규직 사무 7급(갑)(일반행정-장애인,취업지원대상자) 입사지원(온라인 접수) → 서류전형(적격자 전원선발) → 필기전형(인성검사, 직업기초능력평가) → 면접전형(토론면접, 역량면접) → 임용(신체검사 및 신원조사 적격자) ㅇ 채용형 인턴(사무(일반행정)) 입사지원(온라인 접수) → 서류전형(최종선발예정인원의 70배수 선발) → 필기전형(인성검사, 직업기초능력평가, 직무수행능력평가) → 면접전형(AI면접, 토론면접, 역량면접) → 임용(신체검사 및 신원조사 적격자) (* AI면접 결과는 역량면접 참고자료로 활용되며, AI면접에 참여하지 않은 응시자는 토론/역량면접 응시 불가) ㅇ 채용형 인턴(건설(토목)) 입사지원(온라인 접수) → 서류전형(최종선발예정인원의 30배수 선발) → 필기전형(인성검사, 직업기초능력평가, 직무수행능력평가) → 면접전형(AI면접, 토론면접, 역량면접) → 임용(신체검사 및 신원조사 적격자) (* AI면접 결과는 역량면접 참고자료로 활용되며, AI면접에 참여하지 않은 응시자는 토론/역량면접 응시 불가) ㅇ 채용형 인턴(시설(갑문-고졸)) 입사지원(온라인 접수) → 서류전형(적격자 전원선발) → 필기전형(인성검사, 직업기		ㅇ 장애인: 서류, 필기, 면접(총점의 5%) ㅇ 중증장애인: 서류, 필기, 면접(총점의 7%) ㅇ 취업지원대상자: 서류, 필기, 면접(총점의 5~10%) ㅇ 저소득층: 필기(총점의 5%) ㅇ 다문화가족: 필기(총점의 5%) ㅇ 북한이탈주민: 필기(총점의 5%) ㅇ 비수도권 지역인재: 필기(총점의 3%) (채용형 인턴(고졸)분야는 적용 제외) ㅇ 우수인턴: 필기(총점의 3%) 장애인(중증장애인 포함), 취업지원대상자, 저소득층, 다문화가족, 북한이탈주민, 비수도권 지역인재, 당사 우수인턴		https://www.icpa.or.kr/recruit	https://job.alio.go.kr/recruitview.do?idx=261034	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 학력무관,고졸 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 인천 / 응시자격: <일반 자격요건> ㅇ 연령 : 제한 없음 (단, 임용예정일 기준 공사 정년인 만 60세 미만인 자) ㅇ 학력 및 전공 : 제한 없음 ㅇ 병역 : 병역필 또는 면제자(현역의 경우 최종합격자 발표일 이전 전역 가능한 자) ㅇ 기타 : 인천항만공사 『인사규정』 제12조에 따른 결격사유가 없는 자, 임용 발령일로부터 정상근무 가
	확인필요	주택도시보증공사	정규직,무기계약직	전자	경영.회계.사무,금융.보험,법률.경찰.소방.교도.국방,문화.예술.디자인.방송,정보통신	85	확인필요	미표기		2023-09-19	2023-10-04					□ 1차(서류전형) : 지원자격 충족여부, 자기소개서 불성실 기재 여부 확인 ㅇ 입사지원서에 입력된 내용을 토대로 판단 □ 2차(필기전형) : 2.5배수 선발, 단 선발예정인원이 5명 이하인 경우 5배수 선발 ㅇ 관리6급: 전공필기시험 80문제(200점)+NCS직무적합평가 40문제(100점) ㅇ 관리7급, 경력직, 경영지원직: NCS 직무적합평가 40문제 (100점) □ 증빙서류 제출 : 입사지원서에 기재한 지원자격 및 우대사항 등에 대한 진위여부 확인을 위해 증빙서류 징구하여 필기전형 합격자 선정 □ 사전 온라인 검사(참고자료) : 온라인 AI면접 및 온라인 인성검사를 실시함. 결과는 면접전형 점수에 반영되지 않으며, 면접전형 시 평가위원에게 참고자료로 활용됨. 단, 정해진 기한내 응시를 완료하지 않은 경우, 1차 면접전형을 포기한 것으로 간주하여 1차 면접전형 응시 불가 □ 3차(1차면접) : 1.5배수 선발, 단 선발예정인원이 5명 이하인 경우 3배수 선발 ㅇ 신입직(관리6,7급) : NCS기반 역량면접(직무 40점, PT 30점, 인성 30점) ㅇ 경력직, 경영지원직 : 경력실적 및 역량발표 PT(100점) □ 4차(2차면접) : 1배수, 직무심층면접		1. 우대가점 □ 장애인, 저소득층, 북한이탈주민, 다문화가족, 의사상자 ㅇ 적용대상: 전분야 ㅇ 우대방법: 필기전형 및 면접전형 시 가점 부여(장애인 5%, 의사상자 3% 또는 5%, 그외 3%) □ 취업지원대상자 ㅇ 적용대상: 전분야 ㅇ 우대방법: 필기전형 및 면접전형 시 관계법령에 따른 비율(5~10%)에 따른 가점 부여 □ 한국사능력검정시험 2급 이상 자격 소지자 ㅇ 적용대상: 신입직 ㅇ 우대방법: 필기전형 시 0.3% 가점 부여 □ 전문자격 ㅇ 적용대상: 신입직 ㅇ 전문자격 종류: 변호사, 공인회계사, 세무사, 변리사, 감정평가사, 공인노무사, 건축사, 법무사, 기술사(국가기술자격법에 따른 건축, 정보통신 직무분야), 의사 ㅇ 우대방법: 필기전형 및 면접전형 시 3% 가점 부여 <유의사항> ※ 각 전형별 가점을 제외한 최종점수가 40점(100점 만점) 미만인 경우 우대가점 미적용 다만, 둘 이상의 과목으로 실시되는 전형의 경우 40점(100점 만점) 미만인 과목이 있는 경우에도 우대가점 미적용 ※ 우대사항 중복 시 가장 유리한 사항만 적용 ※ 사회형평적 인력활용에 따른 우대사항 적용 시「국가유공자 등 예우 및 지원에 관한 법률」제31조제3항을 따름		https://www.khug.or.kr/hug/web/ci/re/cire000051.jsp	https://job.alio.go.kr/recruitview.do?idx=262553	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 학력무관,고졸 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 서울,부산,대구,인천,광주,대전,세종,경기,강원,충북,전북,경남,제주 / 응시자격: □ 아래의 기본요건과 채용분야별 지원자격을 갖춘 자(채용분야별 지원자격은 채용공고문 참조) ㅇ 성별, 신체조건, 학력 등 제한 없음(아래 ①∼③을 모두 충족) ① 공고일 기준 만 60세(정년) 미만인 자 ② 입사예정일 이후 즉시 근무가 가능한 자 ③ 국가공무원법 제33조 및 공사 인사규정 제17조에 의한 채용결격사유에 해
	확인필요	한국수력원자력(주)	비정규직	전기;전자;시설	화학,전기.전자,환경.에너지.안전,연구	7	확인필요	미표기		2023-09-19	2023-10-04					1. 1차 전형(서류심사): 선발예정인원 3배수, 자격검증 및 서류심사 후 적격자 2. 2차 전형(면접심사): 선발예정인원 1배수, 개별면접 심사(100점) 3. 최종합격자 결정: 신체검사, 채용 결격사유 확인 후 적격자		1. 2차 전형(면접심사) 가점 부여(총점의 5~10%) 가. 취업지원대상자(점수없음, 동점자 우선순위로만 적용) 나. 장애인(10%) 다. 기초생활수급대상자(5%) ※관련법에 의거, 취업지원대상자 가점은 모집단위별 선발예정인원이 4명 이상인 분야에 한정하여 적용되므로 본 채용에서는 동점자 처리 시 우선순위로만 적용 취업지원대상자, 장애인, 기초생활수급대상자		https://www.khnp.co.kr/recruit_te/	https://job.alio.go.kr/recruitview.do?idx=260948	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 고졸,대졸(2~3년),대졸(4년),석사 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 대전 / 응시자격: 1. 공통사항 가. 연령/성별: 제한없음 나. 학력 및 전공: 모집분야 관련 전공 및 모집분야별 자격요건(학력 등) 항목 참조 다. 병역: 병역필(면접시작일 전까지 전역 가능한 자 포함) 또는 면제자 라. 기타: 지원서 접수마감일 기준으로 '채용결격사유'에 해당함이 없는 자, 채용 예정일 즉시 근무 가능한 자 2. 선발등
	확인필요	한국수목원정원관리원	정규직	시설	사업관리,경영.회계.사무,문화.예술.디자인.방송,이용.숙박.여행.오락.스포츠,건설,환경.에너지.안전,농림어업	12	졸업생	미표기		2023-09-15	2023-10-04					(일반직, 전시직 5급가, 5급나) - 1차(서류전형) : 10배수, 자격증, 영어시험(일반행정 직무에 한함), 직무수행계획서 및 자기소개서 - 2차(필기전형) : 5배수, 인성검사, 직무상식시험, 직업기초능력검사 - 3차(면접전형) : 토론면접, 구조화면접 (전문직 5급가) - 1차(서류전형) : 7배수, 논문(연구)실적, 직무수행계획서 및 자기소개서 - 2차(필기전형) : 5배수, 인성검사, 직업기초능력검사 - 3차(면접전형) : 논문실적발표, 구조화면접 ※ 보다 자세한 사항은 첨부된 채용공고문 참조		취업지원대상자, 장애인 및 취업보호대상자, 정부권장정책(국민기초생활수급자, 차상위계층, 한부모가족 세대주, 북한이탈주민 보호대상자, 다문화가족의 자녀, 최근 2년 이내 청년인턴 수료자, 지역인재, 한국사능력검정시험 3급 이상 취득자 등(* 보다 자세한 사항은 첨부파일의 채용공고문 참조) 취업지원대상자, 장애인 및 취업보호대상자, 정부권장정책(국민기초생활수급자, 차상위계층, 한부모가족 세대주, 북한이탈주민 보호대상자, 다문화가족의 자녀, 최근 2년 이내 청년인턴 수료자, 지역인재, 한국사능력검정시험 3급 이상 취득자 등(* 보다 자세한 사항은 첨부파일의 채용공고문 참조)		https://www.koagi.or.kr/board/view.do?a_num=40954767&b_num=4333&rtn_url=%2Fboard%2Flist.do%3Fa_num%3D40954767	https://job.alio.go.kr/recruitview.do?idx=260949	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 고졸,대졸(2~3년),대졸(4년),석사,박사 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 세종,경북 / 응시자격: (일반직, 전시직) 5급가 : 채용 예정 직무를 수행할 수 있다고 인정되는 자 5급나 : 고등학교 졸업자 또는 2024년 2월까지 졸업 가능한 자 (전문직) 5급가 : 채용예정 직무분야와 관련된 석사학위 취득자 ※ 보다 자세한 사항은 첨부된 채용공고문 참조
	확인필요	한국원자력안전기술원	청년인턴(체험형)	시설	경영.회계.사무,환경.에너지.안전	21	확인필요	미표기		2023-09-19	2023-10-04					1. 원서접수 - 접수기간 : 2023.9.19.(화) ~ 10.4.(수), 12:00까지 - 접수방법 : KINS 채용홈페이지 온라인 접수(https://kins.recruiter.co.kr) 2. 서류전형 - 평정요소 : 교육사항(35) 직무경험(35) 자기소개서(30) - 합격자발표 : 2023.10.10.(화) (예정) - 최종합격자의 3배수 예정 3. 면접전형 - 면접일정 : 2023.10.12.(목) - 면접내용 : 지원분야와 관련된 지원자의 역량 등 질의응답 중심 - 평정요소 : 조직적합도(40) 직무수행태도(60) - 합격자발표 : 2023.10.17.(화) (예정) - 최종합격자의 1배수 예정 4. 증빙서류 확인 - 증빙서류 제출 : 2023.10.23.(월), 18:00까지 5. 최종합격 - 최종합격자 발표 : 2023.10.25.(수) (예정) - 임용예정일 : 2023.11.1.(수) ※ 개인별로 입원일이 상이할 수 있으며, 최종합격자 홈페이지 공지 및 개인별로 공지 ※ 실험실 관련 특정 분야 합격자는 별도 검진 실시 예정(개인별 공지)		취업지원대상자, 장애인은 관련 법령에 의거 우대 취업지원대상자, 장애인은 관련 법령에 의거 우대		https://kins.recruiter.co.kr	https://job.alio.go.kr/recruitview.do?idx=260995	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 고졸,대졸(2~3년),대졸(4년),석사,박사 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 대전 / 응시자격: 가. 연령 : 입원시점에 「청년고용촉진 특별법 시행령」제2조에 따른 청년(15세 이상 34세 이하)의 연령에 해당하는 자 나. 취업중이거나 취업이 결정된 자는 지원 불가 - 미취업자에게 균등한 기회를 부여하기 위해 과거 KINS 청년인턴 유경험자 응시제한 다. 학력·전공 : 공고문 참고(학사 재학중인자도 전일제 근무가 가
	확인필요	한국환경산업기술원	정규직,무기계약직	전자;시설	경영.회계.사무,금융.보험,법률.경찰.소방.교도.국방,보건.의료,경비.청소,화학,정보통신,환경.에너지.안전,연구	29	졸업생	미표기		2023-09-21	2023-10-05					(※ 상세 내용은 첨부파일 채용 공고 참조) ○ 전문연구직: 서류심사-필기시험-1차 면접심사-2차 면접심사 ○ 공무직(전문직): 서류심사-면접심사 ○ 공무직(행정직): 서류심사-필기시험-면접심사 ○ 공무직(운영직): 서류심사-면접심사		(※ 상세 내용은 첨부파일 채용 공고 참조) <기본가점> ○ 「국가유공자 예우 및 지원에 관한 법률」 등에 따른 취업지원대상자 ○ 「장애인 고용촉진 및 직업재활법」에 따른 장애인 <선택가점> ○ 비수도권 지역인재 ○ 「경력단절여성등의 경제활동 촉진법」에 따른 경력단절여성 중 임신·출산·육아의 이유로 접수마감일 기준으로 계속하여 경제활동을 1년 이상 중단하고 있는 여성 ○ 「다문화가족지원법」에 따른 다문화가족의 자녀 ○ 「북한이탈주민의 보호 및 정착지원에 관한 법률」에 따른 북한이탈주민 ○ 「공무원임용시험령」 제2조에 따른 저소득층 ○ 한국환경산업기술원에 직접 고용되어 연속적으로 6개월 이상 근무한 자 또는 한국환경산업기술원에서 청년인턴 프로그램을 수료*한 자(*중도 퇴직한 경우에는 적용되지 않음) ○ (보안, 미화) 접수 마감일 기준으로 준고령자(만 50세, 1973.10.05. 이전 출생자) 이상인 자 장애인, 취업지원대상자 등 (※ 상세 내용은 첨부파일 채용 공고 참조)		http://www.keiti.re.kr	https://job.alio.go.kr/recruitview.do?idx=261189	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 고졸,대졸(2~3년),대졸(4년),석사,박사 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 서울,인천 / 응시자격: (※ 상세 내용은 첨부파일 채용 공고 참조) <기본자격(공통)> ○ 한국환경산업기술원 인사규정 제16조에 따른 결격사유에 해당하지 않는 자 ○ 성별·연령 제한 없음(단, 임용예정일 기준 한국환경산업기술원 정년*에 도달한 자는 지원 불가) * 전문연구직(원급), 공무직(전문1급, 행정3급, 보안2급, 지원2급) 만60세 /
	확인필요	항공안전기술원	정규직,무기계약직	기계;항공드론	경영.회계.사무,운전.운송	6	확인필요	미표기		2023-09-18	2023-10-05					ㅇ 정규직 전형절차 - 1차(서류전형): 30배수, 지원자격/우대사항 확인 및 응시원서 종합평가 * 전공분야의 적합성(25점), 기초역량 및 발전가능성(30점), 직무 관련 적합성(45점), 가점사항(19점) - 2차(필기전형): 7배수, NCS직업기초능력평가(100점) - 3차(전공세미나면접): 4배수, 채용분야 관련 주제에 대한 프레젠테이션 면접 * 발표 능력 및 의사 표현 능력(20점), 조직 발전 및 기여 가능성(20점), 직무 분야의 적합성(30점), 전공분야에 대한 문제의식과 전문지식(30점) - 4차(전문·소양면접): 1대多 방식의 전문 및 소양면접 * 전문부문: 전문성 계발 의지 및 목표 의식(10점), 전문 지식 보유 및 응용 능력(20점), 지식 전달 및 의사표현의 정확성, 논리성(20점) * 소양부문: 적극성 및 책임감(10점), 창의력 및 발전가능성(10점), 예의, 품행 및 성실성(15점), 조직 융화 능력(15점) ㅇ 무기계약직 전형절차 - 1차(서류전형): 30배수, 지원자격/우대사항 확인 및 응시원서 종합평가 * 전공분야의 적합성(25점), 기초역량 및 발전가능성(30점), 직무 관련 적합성(45점), 가점사항(19점) - 2차(		채용분야별로 우대사항이 상이하오니, 자세한 사항은 첨부파일의 채용공고문을 참조해주시기 바랍니다. 채용분야별로 우대사항이 상이하오니, 자세한 사항은 첨부파일의 채용공고문을 참조해주시기 바랍니다.		http://bit.ly/45VWUTr	https://job.alio.go.kr/recruitview.do?idx=261007	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 고졸,대졸(4년),석사,박사 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 서울,인천 / 응시자격: ㅇ 채용공고문에서 제시한 지원자격을 충족하는 자 ㅇ 채용분야별로 지원자격이 상이하오니, 자세한 사항은 첨부파일의 채용공고문을 참조해주시기 바랍니다.
